acc1,acc2,acc3,acc4,acc5,acc6,acc7,acc8,acc9,acc10,acc11,acc12,acc13,acc14,acc15,simbology
25, -18, 13, 20, 10, 24, 22, 12, 21, 24, 19, 9, 22, 11, 21,M
24, -17, 13, 22, 10, 23, 23, 12, 20, 25, 19, 8, 22, 11, 21,M
26, -16, 13, 21, 9, 23, 23, 12, 21, 24, 19, 9, 22, 10, 22,M
25, -17, 13, 20, 10, 24, 23, 12, 20, 25, 19, 8, 24, 10, 22,M
26, -15, 15, 23, 9, 23, 25, 11, 19, 26, 17, 7, 24, 10, 20,M
25, -16, 13, 22, 9, 23, 24, 11, 20, 25, 18, 8, 23, 9, 21,M
26, -15, 14, 22, 10, 23, 23, 12, 20, 25, 19, 8, 23, 10, 22,M
26, -15, 14, 23, 9, 22, 25, 12, 19, 25, 19, 8, 22, 10, 21,M
26, -15, 13, 22, 8, 23, 24, 11, 20, 25, 18, 8, 22, 10, 21,M
25, -18, 11, 20, 9, 24, 22, 12, 21, 23, 19, 8, 20, 12, 21,M
21, -23, 11, 17, 11, 26, 21, 13, 21, 24, 19, 7, 23, 14, 19,M
24, -22, 11, 16, 13, 25, 19, 15, 23, 21, 23, 9, 19, 15, 23,M
25, -20, 9, 17, 13, 26, 19, 15, 23, 20, 23, 10, 17, 15, 24,M
24, -20, 10, 17, 12, 25, 19, 14, 23, 21, 22, 10, 18, 14, 23,M
22, -21, 10, 17, 12, 25, 20, 14, 22, 22, 21, 9, 19, 14, 22,M
24, -21, 9, 15, 13, 26, 18, 15, 23, 19, 24, 11, 17, 15, 24,M
23, -23, 9, 16, 13, 26, 18, 15, 23, 21, 22, 9, 19, 15, 22,M
22, -22, 9, 16, 13, 26, 18, 15, 23, 20, 23, 10, 18, 15, 22,M
23, -23, 9, 15, 14, 26, 17, 17, 24, 19, 25, 10, 16, 17, 24,M
24, -19, 8, 17, 12, 26, 18, 14, 23, 19, 23, 11, 16, 15, 24,M
26, -17, 8, 18, 9, 26, 19, 11, 23, 21, 20, 12, 17, 11, 24,M
24, -21, 8, 15, 9, 27, 18, 12, 24, 22, 20, 11, 19, 12, 23,M
22, -24, 8, 15, 11, 27, 19, 14, 23, 22, 21, 10, 21, 15, 21,M
24, -21, 9, 17, 12, 26, 21, 14, 24, 21, 23, 11, 19, 15, 24,M
23, -21, 8, 16, 11, 26, 18, 13, 23, 20, 21, 11, 18, 14, 23,M
24, -22, 8, 15, 13, 27, 17, 16, 24, 18, 25, 11, 16, 16, 25,M
24, -22, 8, 15, 12, 27, 17, 14, 24, 19, 23, 11, 16, 15, 24,M
25, -21, 9, 17, 11, 26, 18, 14, 23, 19, 22, 11, 17, 14, 23,M
21, -21, 13, 20, 14, 22, 22, 16, 19, 23, 22, 5, 22, 15, 19,M
20, -20, 15, 20, 15, 22, 22, 16, 18, 24, 22, 4, 23, 16, 18,M
21, -20, 15, 20, 15, 22, 22, 17, 18, 23, 23, 4, 23, 16, 18,M
22, -20, 16, 20, 14, 21, 22, 16, 18, 23, 22, 4, 23, 16, 18,M
21, -18, 17, 21, 15, 20, 23, 16, 16, 24, 22, 3, 24, 15, 18,M
23, -19, 17, 21, 14, 21, 22, 16, 18, 23, 22, 4, 22, 15, 19,M
24, -18, 17, 21, 14, 21, 21, 17, 18, 20, 23, 5, 21, 16, 19,M
19, -17, 20, 23, 17, 17, 24, 18, 14, 24, 23, 0, 25, 16, 15,M
20, -17, 19, 23, 15, 18, 24, 17, 14, 24, 21, 0, 24, 15, 15,M
18, -17, 21, 25, 14, 17, 27, 16, 12, 27, 18, -2, 27, 14, 12,M
17, -19, 21, 23, 16, 17, 25, 18, 12, 27, 20, -3, 28, 15, 12,M
20, -16, 21, 24, 16, 16, 25, 18, 12, 24, 21, -1, 26, 15, 13,M
20, -15, 21, 24, 16, 15, 25, 18, 12, 25, 21, -1, 25, 15, 14,M
19, -14, 21, 26, 14, 15, 26, 16, 11, 26, 19, -2, 26, 13, 13,M
19, -17, 21, 24, 14, 17, 27, 14, 12, 27, 17, -3, 28, 13, 11,M
20, -16, 21, 24, 14, 16, 25, 16, 13, 26, 19, -2, 27, 14, 13,M
21, -16, 21, 23, 14, 18, 23, 17, 14, 24, 18, 0, 25, 13, 13,M
19, -14, 22, 26, 16, 13, 26, 18, 11, 26, 21, -3, 27, 15, 12,M
19, -15, 21, 25, 14, 16, 26, 15, 11, 26, 18, -3, 27, 13, 12,M
17, -15, 23, 26, 15, 14, 27, 16, 10, 27, 18, -4, 28, 13, 10,M
18, -15, 22, 25, 16, 14, 26, 18, 10, 26, 20, -3, 27, 15, 12,M
20, -15, 21, 25, 15, 16, 26, 16, 12, 26, 19, -2, 27, 14, 14,M
23, -18, 18, 22, 12, 20, 24, 13, 16, 24, 18, 3, 24, 12, 16,M
21, -16, 19, 24, 14, 18, 26, 16, 15, 26, 20, 1, 26, 13, 15,M
21, -15, 18, 24, 13, 19, 26, 14, 16, 26, 19, 2, 25, 12, 16,M
25, -18, 15, 21, 12, 23, 22, 14, 20, 23, 21, 7, 22, 13, 21,M
24, -17, 16, 21, 12, 22, 23, 14, 19, 24, 20, 6, 22, 13, 19,M
25, -16, 15, 22, 10, 23, 23, 12, 19, 24, 19, 7, 22, 11, 20,M
24, -18, 14, 21, 11, 23, 23, 12, 20, 24, 19, 6, 23, 12, 20,M
24, -19, 13, 20, 11, 24, 22, 14, 21, 23, 21, 8, 21, 13, 21,M
26, -20, 12, 19, 11, 26, 20, 14, 22, 22, 22, 9, 20, 13, 22,M
24, -19, 12, 19, 11, 24, 21, 13, 21, 23, 21, 8, 21, 13, 22,M
24, -19, 12, 19, 11, 24, 21, 13, 21, 23, 20, 8, 21, 12, 22,M
25, -18, 11, 19, 10, 24, 21, 13, 22, 22, 21, 9, 20, 12, 22,M
24, -18, 12, 19, 11, 24, 21, 13, 21, 23, 21, 9, 21, 12, 22,M
24, -20, 12, 19, 11, 24, 21, 13, 21, 23, 20, 8, 21, 13, 21,M
24, -18, 13, 20, 11, 24, 22, 13, 21, 23, 21, 8, 21, 12, 22,M
24, -19, 12, 19, 11, 24, 21, 13, 21, 23, 21, 9, 21, 13, 22,M
24, -19, 12, 20, 11, 24, 22, 13, 21, 23, 20, 8, 21, 12, 22,M
24, -19, 13, 20, 11, 24, 21, 13, 21, 23, 21, 8, 20, 13, 22,M
24, -19, 12, 19, 12, 24, 22, 13, 21, 23, 21, 8, 21, 13, 21,M
23, -19, 12, 20, 12, 24, 22, 13, 21, 24, 21, 8, 21, 13, 21,M
24, -19, 12, 20, 12, 24, 21, 14, 21, 23, 21, 8, 21, 13, 22,M
23, -18, 13, 20, 11, 24, 21, 14, 21, 23, 21, 8, 21, 13, 22,M
22, -13, 21, 24, 15, 17, 24, 18, 14, 16, 25, 12, 18, 14, 25,N
25, -13, 18, 23, 12, 19, 23, 16, 16, 15, 23, 14, 16, 11, 25,N
24, -13, 18, 23, 12, 19, 23, 16, 16, 14, 23, 15, 15, 11, 26,N
23, -14, 19, 23, 13, 19, 23, 17, 15, 15, 24, 14, 16, 12, 26,N
24, -13, 18, 23, 12, 19, 23, 15, 16, 15, 23, 14, 15, 11, 26,N
24, -15, 17, 21, 14, 20, 21, 17, 17, 12, 25, 14, 14, 13, 26,N
24, -14, 19, 23, 14, 19, 22, 17, 16, 14, 25, 14, 16, 13, 26,N
23, -15, 18, 22, 13, 20, 23, 16, 16, 15, 24, 14, 17, 12, 25,N
25, -12, 17, 24, 11, 20, 23, 15, 16, 14, 22, 15, 14, 10, 26,N
26, -9, 20, 26, 11, 18, 26, 14, 15, 17, 22, 15, 17, 9, 26,N
26, -14, 20, 26, 13, 20, 27, 17, 16, 18, 26, 17, 20, 12, 29,N
26, -11, 13, 22, 2, 21, 25, 5, 17, 19, 15, 17, 20, 4, 24,N
28, -10, 15, 22, 10, 21, 20, 14, 18, 10, 21, 16, 10, 9, 26,N
30, 2, 19, 32, -2, 16, 34, 2, 14, 26, 12, 21, 23, -3, 27,N
31, -7, 12, 23, 3, 23, 24, 7, 22, 15, 17, 23, 14, 3, 31,N
30, -8, 14, 22, 5, 22, 23, 9, 20, 13, 18, 21, 13, 5, 29,N
28, -9, 16, 24, 7, 21, 25, 10, 19, 16, 20, 20, 16, 7, 29,N
30, -6, 14, 24, 3, 22, 25, 7, 20, 16, 16, 21, 15, 3, 28,N
29, -7, 16, 25, 5, 21, 26, 9, 19, 17, 18, 20, 16, 5, 28,N
29, -7, 16, 25, 6, 21, 26, 9, 18, 16, 19, 20, 16, 6, 28,N
28, -8, 15, 25, 6, 21, 25, 10, 19, 16, 19, 20, 16, 6, 28,N
29, -7, 16, 25, 6, 20, 26, 9, 18, 17, 19, 19, 17, 6, 28,N
29, -7, 16, 26, 6, 20, 26, 10, 18, 16, 19, 20, 15, 5, 29,N
29, -7, 16, 25, 5, 20, 25, 9, 18, 16, 19, 20, 16, 5, 28,N
29, -6, 16, 25, 5, 21, 26, 9, 18, 17, 18, 20, 17, 5, 28,N
29, -7, 15, 25, 5, 20, 26, 9, 18, 16, 19, 20, 15, 5, 28,N
30, -6, 16, 26, 5, 20, 27, 8, 18, 17, 18, 20, 17, 5, 28,N
28, -8, 17, 25, 6, 21, 26, 9, 18, 18, 19, 19, 18, 5, 28,N
28, -10, 15, 23, 7, 21, 24, 11, 19, 15, 20, 19, 16, 7, 28,N
28, -9, 16, 24, 7, 21, 25, 11, 18, 15, 20, 19, 16, 7, 28,N
28, -9, 15, 24, 6, 21, 25, 10, 18, 16, 19, 20, 16, 6, 28,N
28, -8, 15, 24, 7, 21, 25, 11, 18, 15, 20, 20, 15, 7, 29,N
29, -12, 15, 27, 6, 23, 28, 10, 20, 17, 20, 20, 17, 7, 29,N
29, -7, 15, 25, 5, 21, 26, 8, 19, 17, 18, 21, 16, 4, 29,N
25, -13, 16, 24, 8, 21, 26, 10, 18, 19, 21, 18, 20, 7, 28,N
30, -4, 13, 26, 3, 21, 26, 7, 19, 15, 16, 22, 14, 2, 29,N
30, -5, 13, 25, 3, 21, 26, 7, 19, 16, 16, 22, 15, 3, 29,N
30, -7, 13, 24, 3, 22, 25, 7, 20, 15, 17, 22, 15, 3, 29,N
30, -4, 14, 26, 1, 21, 26, 6, 19, 17, 15, 22, 16, 2, 29,N
29, -6, 15, 25, 3, 21, 27, 7, 19, 18, 17, 21, 17, 3, 28,N
30, -7, 14, 25, 4, 21, 26, 8, 19, 17, 18, 21, 16, 4, 29,N
30, -6, 15, 25, 4, 21, 26, 8, 19, 16, 17, 21, 16, 4, 29,N
30, -7, 15, 26, 3, 21, 26, 7, 19, 17, 17, 21, 16, 4, 29,N
29, -5, 15, 25, 4, 20, 26, 8, 19, 16, 17, 21, 15, 4, 28,N
31, -5, 15, 25, 7, 21, 24, 11, 20, 13, 19, 22, 11, 5, 31,N
30, -8, 16, 25, 7, 21, 24, 11, 19, 15, 19, 20, 14, 6, 29,N
29, -5, 16, 27, 4, 19, 27, 8, 17, 18, 17, 20, 17, 3, 28,N
30, -7, 15, 24, 5, 20, 25, 9, 18, 17, 18, 20, 17, 5, 29,N
28, -1, 18, 29, 0, 17, 31, 3, 14, 23, 13, 18, 21, 0, 25,N
28, -2, 18, 28, 3, 16, 29, 6, 15, 20, 15, 19, 20, 1, 27,N
28, -3, 18, 27, 3, 17, 28, 7, 15, 20, 16, 19, 20, 2, 27,N
29, -3, 17, 28, 3, 17, 28, 6, 15, 20, 15, 19, 21, 2, 25,N
29, -2, 17, 28, 1, 17, 29, 5, 15, 21, 15, 19, 17, 4, 27,N
30, -2, 17, 29, 0, 18, 29, 3, 15, 21, 14, 19, 18, 4, 27,N
30, -2, 17, 27, 3, 18, 27, 6, 16, 19, 16, 19, 16, 5, 28,N
29, -3, 17, 27, 2, 17, 28, 6, 15, 21, 16, 18, 17, 6, 28,N
29, -2, 17, 28, 1, 17, 29, 5, 15, 22, 15, 18, 17, 5, 27,N
29, -3, 17, 27, 3, 18, 28, 7, 15, 20, 17, 18, 15, 7, 29,N
28, -5, 17, 27, 3, 18, 28, 6, 15, 21, 17, 18, 17, 6, 28,N
28, -5, 16, 28, 3, 18, 28, 7, 15, 21, 16, 19, 17, 6, 28,N
29, -3, 17, 28, 3, 17, 29, 6, 15, 20, 16, 18, 16, 6, 29,N
29, -4, 17, 27, 3, 19, 27, 7, 16, 19, 17, 19, 15, 5, 29,N
28, -5, 17, 27, 4, 19, 28, 7, 16, 20, 18, 18, 16, 6, 29,N
29, -5, 17, 27, 4, 19, 28, 7, 16, 19, 17, 19, 15, 5, 28,N
29, -4, 17, 28, 4, 17, 28, 7, 16, 18, 15, 19, 17, 2, 27,N
28, -6, 16, 26, 5, 19, 26, 8, 17, 19, 16, 19, 18, 5, 28,N
28, -5, 18, 27, 6, 18, 27, 9, 16, 20, 17, 18, 18, 4, 28,N
29, -4, 18, 27, 7, 18, 27, 11, 15, 18, 17, 20, 16, 3, 28,N
29, -4, 18, 26, 7, 18, 27, 11, 16, 18, 17, 20, 17, 3, 29,N
28, -4, 17, 27, 6, 18, 27, 11, 15, 18, 16, 20, 16, 3, 28,N
28, -5, 18, 26, 7, 19, 26, 11, 16, 18, 17, 20, 17, 3, 28,N
28, -5, 18, 26, 8, 19, 26, 13, 15, 18, 17, 20, 17, 4, 28,N
28, -5, 17, 26, 7, 19, 26, 12, 15, 18, 17, 20, 16, 3, 28,N
29, -5, 18, 26, 7, 18, 26, 12, 16, 18, 17, 20, 16, 3, 29,N
28, -5, 18, 26, 7, 19, 25, 13, 16, 17, 17, 21, 15, 3, 29,N
28, -5, 18, 26, 7, 19, 26, 12, 15, 18, 17, 20, 16, 4, 28,N
28, -6, 17, 26, 8, 19, 26, 13, 15, 17, 17, 20, 15, 4, 28,N
28, -6, 17, 25, 7, 19, 26, 13, 15, 17, 17, 20, 15, 3, 29,N
28, -4, 17, 26, 7, 18, 27, 8, 16, 18, 18, 19, 15, 5, 29,N
28, -5, 17, 26, 8, 18, 27, 11, 15, 18, 18, 20, 15, 4, 28,N
29, -6, 16, 26, 6, 20, 26, 9, 17, 17, 18, 20, 14, 6, 28,N
29, -5, 15, 26, 6, 19, 26, 9, 17, 17, 18, 20, 13, 6, 29,N
28, -6, 16, 25, 7, 20, 26, 10, 17, 18, 19, 19, 14, 7, 29,N
28, -5, 16, 26, 6, 19, 27, 9, 16, 18, 19, 19, 13, 7, 29,N
30, -6, 16, 26, 5, 20, 26, 8, 17, 18, 17, 19, 13, 7, 28,N
28, -7, 16, 26, 6, 19, 27, 9, 16, 19, 18, 18, 14, 8, 28,N
29, -5, 16, 26, 6, 18, 27, 9, 16, 18, 18, 19, 13, 7, 29,N
29, -7, 16, 26, 6, 20, 26, 9, 17, 18, 19, 19, 13, 8, 30,N
29, -6, 16, 26, 6, 20, 27, 9, 17, 18, 18, 18, 14, 7, 29,N
28, -6, 16, 26, 5, 19, 27, 9, 17, 18, 18, 19, 13, 7, 29,N
29, -5, 16, 26, 5, 20, 27, 9, 16, 18, 17, 20, 13, 7, 29,N
29, -5, 16, 26, 6, 19, 26, 9, 17, 17, 18, 19, 12, 7, 29,N
27, -6, 18, 27, 5, 18, 29, 8, 15, 21, 18, 17, 17, 7, 28,N
28, -4, 17, 28, 5, 17, 29, 8, 14, 21, 18, 17, 16, 7, 28,N
29, -3, 17, 27, 5, 17, 28, 8, 15, 20, 17, 18, 15, 7, 29,N
29, -2, 18, 28, 5, 17, 29, 8, 14, 20, 17, 18, 16, 6, 29,N
29, -4, 18, 27, 5, 17, 28, 9, 14, 20, 18, 18, 16, 7, 29,N
28, -5, 18, 27, 5, 17, 29, 8, 14, 21, 17, 18, 16, 5, 28,N
29, -3, 17, 28, 4, 17, 28, 8, 15, 19, 17, 18, 15, 6, 28,N
30, -4, 17, 27, 4, 18, 28, 7, 16, 19, 17, 19, 16, 5, 29,N
29, -5, 15, 26, 5, 19, 27, 8, 17, 18, 18, 19, 15, 6, 29,N
30, -6, 15, 25, 6, 20, 26, 10, 18, 15, 19, 21, 12, 7, 30,N
29, -8, 15, 24, 7, 21, 25, 11, 19, 15, 20, 21, 12, 7, 30,N
28, -9, 14, 23, 7, 22, 24, 10, 19, 14, 19, 21, 13, 7, 29,N
29, -8, 14, 24, 6, 22, 25, 10, 19, 14, 19, 21, 13, 7, 29,N
30, -10, 13, 23, 8, 24, 23, 12, 21, 11, 21, 22, 10, 8, 30,N
30, -12, 13, 21, 8, 24, 23, 12, 21, 12, 21, 21, 11, 9, 29,N
28, -12, 12, 21, 8, 23, 22, 12, 20, 11, 20, 21, 10, 9, 29,N
29, -11, 12, 21, 8, 24, 22, 12, 21, 9, 21, 22, 8, 8, 30,N
28, -13, 12, 20, 9, 25, 21, 13, 21, 9, 21, 21, 9, 9, 29,N
26, -14, 12, 20, 9, 23, 22, 13, 20, 11, 22, 21, 10, 9, 30,N
29, -13, 11, 20, 9, 25, 20, 13, 23, 8, 21, 22, 7, 9, 30,N
31, -10, 12, 20, 10, 24, 20, 15, 23, 6, 22, 23, 5, 9, 31,N
28, -7, 13, 23, 10, 21, 23, 14, 19, 9, 22, 20, 8, 10, 29,N
25, -14, 14, 21, 10, 22, 24, 13, 19, 15, 23, 18, 15, 10, 28,N
29, -13, 12, 21, 10, 24, 21, 13, 21, 10, 23, 19, 9, 11, 29,N
29, -12, 12, 21, 11, 24, 21, 14, 21, 10, 23, 19, 10, 11, 29,N
28, -12, 12, 21, 10, 23, 22, 13, 20, 11, 22, 18, 11, 10, 28,N
29, -11, 11, 21, 8, 23, 22, 13, 21, 10, 22, 20, 9, 9, 29,N
27, -15, 11, 19, 11, 24, 20, 14, 21, 11, 23, 18, 11, 12, 27,N
26, -17, 10, 17, 12, 25, 19, 15, 22, 8, 25, 18, 9, 13, 28,N
27, -16, 11, 17, 11, 25, 19, 15, 22, 9, 24, 18, 9, 12, 28,N
28, -16, 10, 18, 12, 26, 18, 16, 23, 8, 25, 19, 7, 13, 29,N
28, -15, 11, 18, 11, 25, 19, 15, 22, 8, 24, 19, 8, 12, 28,N
27, -17, 10, 17, 12, 25, 19, 15, 23, 8, 25, 19, 9, 13, 28,N
28, -16, 10, 18, 11, 25, 19, 14, 22, 8, 24, 19, 9, 12, 29,N
28, -16, 10, 17, 12, 26, 18, 16, 23, 7, 24, 19, 8, 13, 30,N
28, -14, 11, 19, 10, 25, 20, 14, 22, 9, 23, 20, 9, 11, 29,N
29, -13, 11, 20, 10, 25, 20, 14, 22, 8, 23, 20, 8, 11, 29,N
28, -14, 10, 20, 10, 25, 20, 14, 22, 9, 23, 20, 9, 11, 28,N
28, -14, 11, 20, 10, 24, 21, 14, 21, 10, 22, 19, 10, 11, 29,N
28, -15, 12, 18, 10, 25, 20, 14, 22, 10, 23, 19, 10, 11, 29,N
28, -15, 12, 19, 11, 25, 21, 15, 21, 12, 24, 19, 12, 11, 29,N
29, -11, 12, 21, 9, 24, 22, 13, 21, 11, 22, 20, 11, 9, 29,N
29, -12, 12, 22, 8, 24, 22, 12, 21, 12, 21, 20, 11, 8, 29,N
29, -10, 11, 22, 6, 24, 23, 10, 21, 13, 20, 21, 12, 7, 29,N
29, -13, 12, 21, 7, 25, 24, 10, 21, 15, 21, 20, 15, 8, 28,N
30, -10, 13, 22, 8, 23, 23, 12, 21, 13, 22, 20, 12, 8, 30,N
30, -8, 12, 23, 7, 23, 23, 11, 21, 11, 20, 21, 9, 7, 30,N
30, -10, 12, 22, 5, 24, 23, 9, 21, 14, 19, 21, 13, 7, 29,N
30, -9, 12, 22, 6, 23, 24, 10, 20, 14, 20, 21, 13, 7, 29,N
30, -7, 12, 23, 5, 23, 24, 10, 20, 14, 19, 21, 12, 6, 30,N
30, -8, 11, 23, 4, 23, 25, 8, 20, 15, 18, 21, 14, 5, 29,N
30, -8, 13, 24, 5, 23, 25, 9, 20, 15, 19, 21, 14, 6, 29,N
30, -7, 12, 23, 5, 23, 25, 9, 20, 14, 19, 22, 12, 6, 30,N
32, -6, 11, 24, 3, 23, 24, 8, 21, 14, 17, 22, 12, 4, 30,N
31, -6, 12, 23, 4, 23, 24, 9, 20, 14, 19, 23, 12, 7, 30,N
30, -7, 11, 23, 3, 23, 25, 7, 20, 16, 17, 22, 15, 4, 29,N
31, -6, 12, 24, 3, 22, 25, 7, 20, 16, 16, 22, 14, 4, 29,N
30, -4, 13, 26, 2, 21, 27, 7, 19, 17, 16, 22, 16, 3, 28,N
30, -5, 13, 24, 3, 22, 26, 7, 19, 17, 17, 22, 15, 4, 29,N
30, -6, 12, 25, 3, 22, 26, 7, 19, 16, 17, 22, 15, 4, 29,N
31, -7, 12, 23, 4, 23, 24, 8, 20, 14, 18, 22, 13, 5, 30,N
30, -6, 12, 24, 3, 23, 25, 7, 20, 16, 17, 22, 14, 4, 29,N
30, -7, 12, 23, 4, 23, 25, 8, 20, 15, 18, 22, 13, 5, 30,N
31, -6, 12, 23, 4, 24, 24, 8, 21, 15, 17, 22, 13, 5, 29,N
31, -6, 10, 23, 3, 24, 24, 7, 22, 13, 16, 23, 11, 4, 30,N
32, -5, 11, 23, 3, 24, 24, 7, 21, 13, 16, 24, 10, 3, 30,N
31, -6, 10, 22, 2, 24, 23, 7, 22, 13, 17, 24, 11, 3, 31,N
33, -2, 10, 25, -1, 24, 25, 4, 22, 13, 13, 26, 11, -1, 30,N
32, -4, 10, 23, -1, 24, 24, 4, 22, 14, 14, 25, 14, -1, 32,N
32, -5, 9, 21, 0, 24, 23, 5, 23, 12, 15, 25, 10, 1, 32,N
33, -3, 9, 23, 1, 24, 24, 5, 22, 13, 15, 25, 10, 1, 31,N
33, -2, 9, 23, 0, 23, 24, 5, 22, 13, 15, 25, 10, 1, 32,N
32, -5, 10, 23, 4, 23, 24, 8, 22, 13, 17, 24, 10, 4, 31,N
31, -7, 9, 22, 5, 24, 22, 9, 23, 10, 18, 24, 8, 5, 30,N
32, -6, 9, 22, 3, 24, 22, 8, 23, 10, 17, 24, 8, 4, 31,N
28, -14, 11, 19, 6, 25, 23, 9, 22, 15, 19, 22, 15, 7, 30,N
30, -12, 10, 20, 7, 26, 20, 11, 24, 10, 21, 23, 9, 7, 31,N
30, -11, 10, 20, 7, 25, 21, 11, 23, 9, 21, 22, 9, 7, 31,N
32, -12, 10, 23, 7, 27, 24, 12, 24, 9, 21, 24, 7, 8, 33,N
30, -10, 8, 19, 7, 25, 20, 11, 23, 8, 20, 23, 7, 7, 31,N
31, -9, 9, 21, 5, 25, 22, 10, 23, 10, 19, 24, 7, 5, 31,N
31, -10, 8, 20, 4, 26, 22, 8, 24, 11, 18, 24, 9, 5, 30,N
31, -11, 8, 19, 4, 26, 20, 9, 24, 10, 18, 24, 8, 6, 31,N
30, -13, 8, 19, 6, 27, 20, 11, 24, 9, 20, 23, 8, 7, 31,N
30, -13, 8, 18, 7, 27, 19, 11, 24, 7, 20, 23, 7, 7, 31,N
30, -12, 9, 19, 7, 26, 20, 11, 24, 9, 20, 22, 9, 7, 31,N
30, -12, 9, 19, 6, 26, 20, 10, 23, 9, 19, 23, 8, 7, 31,N
30, -11, 9, 19, 6, 26, 20, 11, 24, 9, 19, 23, 8, 7, 31,N
30, -11, 9, 19, 6, 26, 20, 11, 24, 9, 20, 23, 8, 7, 31,N
30, -12, 8, 19, 6, 26, 20, 10, 24, 9, 19, 23, 8, 7, 31,N
30, -11, 9, 19, 6, 26, 20, 10, 24, 9, 20, 23, 8, 7, 31,N
30, -12, 10, 19, 6, 26, 21, 12, 24, 6, 18, 25, 7, 8, 31,N
30, -12, 10, 20, 7, 25, 20, 11, 23, 9, 20, 22, 9, 7, 30,N
30, -13, 8, 18, 6, 27, 20, 10, 24, 9, 19, 23, 9, 7, 31,N
24, -13, -20, 19, 3, 27, 18, 7, 27, 24, 11, 20, 23, 2, 23,O
24, -11, -20, 18, 3, 27, 18, 7, 27, 23, 11, 21, 23, 2, 25,O
24, -11, -19, 19, 3, 26, 19, 7, 27, 24, 11, 20, 23, 3, 24,O
24, -12, -19, 19, 3, 27, 18, 7, 27, 24, 10, 20, 23, 2, 24,O
23, -12, -20, 18, 3, 27, 18, 7, 27, 24, 10, 19, 23, 3, 23,O
23, -12, -19, 18, 2, 27, 18, 7, 26, 24, 10, 19, 23, 3, 23,O
24, -12, -19, 18, 3, 27, 18, 7, 27, 24, 11, 20, 23, 2, 23,O
24, -12, -20, 19, 3, 27, 19, 7, 27, 24, 11, 19, 23, 3, 24,O
24, -12, -19, 18, 3, 27, 18, 7, 27, 23, 10, 20, 23, 3, 24,O
24, -12, -19, 19, 2, 27, 18, 6, 27, 24, 10, 20, 23, 2, 24,O
23, -14, -18, 17, 3, 27, 18, 7, 27, 23, 11, 20, 22, 3, 24,O
27, -15, -19, 17, 1, 29, 18, 5, 28, 23, 11, 21, 23, 4, 25,O
27, -14, -16, 14, 1, 30, 16, 4, 29, 22, 10, 22, 22, 2, 25,O
27, -13, -14, 12, -1, 31, 14, 2, 30, 21, 10, 23, 20, 2, 26,O
28, -14, -14, 12, 0, 31, 14, 3, 30, 21, 10, 23, 20, 2, 26,O
27, -13, -15, 13, 0, 31, 14, 4, 30, 21, 11, 23, 20, 3, 27,O
25, -16, -13, 12, 1, 30, 14, 4, 30, 21, 10, 23, 21, 3, 25,O
27, -11, -13, 13, 2, 30, 14, 5, 29, 20, 11, 23, 20, 3, 26,O
26, -16, -11, 12, 3, 30, 13, 6, 29, 20, 12, 23, 20, 4, 26,O
27, -14, -13, 12, 2, 30, 13, 5, 30, 20, 12, 23, 20, 4, 26,O
26, -15, -14, 13, 2, 30, 14, 5, 30, 20, 11, 23, 19, 3, 26,O
25, -15, -15, 12, 2, 31, 13, 5, 30, 20, 11, 23, 20, 3, 26,O
26, -13, -13, 14, 4, 29, 15, 6, 28, 21, 12, 20, 21, 4, 24,O
26, -14, -15, 13, 4, 30, 13, 6, 30, 19, 12, 23, 19, 4, 27,O
25, -15, -17, 11, 4, 31, 12, 7, 31, 18, 13, 25, 18, 4, 28,O
24, -21, -18, 13, 6, 24, 11, 9, 27, 14, 13, 21, 12, 5, 24,O
25, -12, -22, 15, 4, 29, 16, 8, 29, 21, 14, 21, 20, 6, 26,O
18, -15, -21, 13, 6, 29, 13, 9, 29, 19, 16, 22, 19, 7, 27,O
21, -14, -21, 15, 4, 28, 15, 8, 27, 21, 13, 21, 20, 6, 25,O
20, -15, -21, 14, 5, 29, 14, 8, 29, 20, 14, 22, 19, 5, 27,O
20, -15, -21, 14, 4, 30, 14, 7, 29, 19, 13, 22, 19, 5, 26,O
20, -15, -21, 14, 5, 29, 14, 8, 29, 19, 14, 22, 18, 5, 27,O
19, -15, -21, 13, 5, 30, 13, 8, 29, 18, 13, 22, 18, 5, 26,O
20, -16, -21, 14, 5, 29, 14, 9, 28, 20, 13, 22, 19, 6, 27,O
20, -16, -21, 13, 5, 30, 13, 8, 29, 19, 14, 22, 18, 5, 27,O
20, -15, -20, 14, 5, 29, 14, 8, 28, 19, 13, 22, 18, 5, 26,O
20, -16, -20, 14, 7, 29, 14, 10, 28, 20, 15, 21, 18, 7, 27,O
8, -15, -13, 7, 6, 33, 6, 12, 31, 18, 13, 24, 18, 7, 27,O
20, -16, -18, 12, 6, 30, 13, 9, 29, 18, 15, 22, 17, 7, 27,O
20, -19, -14, 11, 6, 31, 11, 9, 30, 18, 15, 22, 17, 7, 28,O
22, -19, -11, 12, 7, 31, 13, 8, 30, 17, 12, 25, 17, 2, 27,O
25, -18, -13, 9, 5, 32, 10, 7, 31, 17, 14, 24, 16, 6, 28,O
25, -18, -14, 9, 5, 31, 10, 8, 31, 17, 14, 24, 16, 6, 28,O
24, -19, -14, 9, 6, 31, 10, 9, 31, 17, 15, 24, 17, 7, 28,O
