acc1,acc2,acc3,acc4,acc5,acc6,acc7,acc8,acc9,acc10,acc11,acc12,acc13,acc14,acc15,simbology
25, -18, -13, 10, 5, 31, 11, 7, 30, 18, 14, 23, 17, 6, 27,O
24, -18, -14, 10, 5, 31, 11, 8, 30, 17, 14, 23, 17, 6, 28,O
24, -17, -13, 10, 6, 31, 11, 8, 30, 17, 15, 24, 16, 7, 28,O
24, -17, -14, 10, 6, 31, 11, 8, 30, 18, 14, 23, 17, 7, 27,O
23, -13, -16, 6, 7, 31, 9, 8, 30, 17, 14, 23, 16, 7, 28,O
34, -18, -25, 11, 7, 29, 14, 9, 28, 23, 16, 19, 19, 8, 25,O
17, -17, -14, 10, 7, 30, 12, 10, 30, 18, 14, 23, 17, 7, 28,O
13, -19, -10, 10, 6, 33, 11, 7, 31, 17, 14, 24, 16, 6, 28,O
22, -17, -19, 12, 8, 30, 12, 11, 29, 18, 16, 22, 17, 7, 27,O
20, -18, -19, 11, 7, 30, 12, 10, 29, 18, 16, 22, 17, 7, 27,O
22, -14, -21, 9, 8, 31, 12, 11, 28, 18, 16, 21, 17, 8, 25,O
23, -15, -21, 13, 8, 29, 13, 12, 28, 18, 17, 22, 17, 7, 27,O
19, -19, -20, 14, 8, 28, 13, 12, 27, 18, 17, 21, 16, 7, 27,O
17, -15, -20, 12, 10, 28, 12, 13, 27, 18, 17, 21, 17, 8, 27,O
21, -11, -24, 13, 7, 32, 13, 10, 28, 20, 14, 19, 19, 7, 22,O
27, -16, -23, 14, 7, 29, 13, 11, 28, 17, 15, 22, 17, 8, 26,O
17, -18, -19, 13, 9, 29, 12, 13, 29, 17, 15, 23, 17, 7, 27,O
20, -17, -20, 12, 9, 30, 11, 13, 28, 17, 16, 22, 17, 7, 27,O
20, -15, -20, 13, 9, 28, 11, 12, 28, 17, 16, 23, 17, 7, 27,O
20, -16, -20, 12, 9, 29, 11, 12, 28, 17, 16, 23, 17, 7, 27,O
20, -16, -21, 12, 10, 29, 11, 13, 29, 17, 16, 22, 17, 8, 27,O
20, -16, -20, 13, 9, 28, 12, 13, 28, 17, 15, 22, 18, 7, 27,O
20, -17, -20, 12, 9, 29, 11, 12, 28, 17, 16, 22, 17, 7, 27,O
21, -17, -20, 12, 8, 29, 11, 12, 28, 17, 15, 23, 17, 7, 27,O
20, -17, -19, 12, 9, 29, 12, 13, 28, 17, 16, 22, 17, 8, 27,O
18, -17, -20, 12, 9, 29, 11, 13, 28, 17, 17, 22, 17, 8, 27,O
19, -18, -20, 12, 9, 29, 12, 12, 28, 17, 16, 22, 17, 8, 27,O
20, -17, -20, 13, 9, 29, 12, 13, 28, 17, 16, 22, 17, 8, 27,O
19, -17, -19, 13, 10, 28, 13, 13, 28, 17, 17, 21, 17, 9, 26,O
19, -16, -19, 13, 10, 28, 13, 13, 26, 18, 17, 20, 17, 10, 26,O
18, -17, -20, 12, 10, 29, 12, 14, 27, 17, 18, 21, 17, 10, 26,O
19, -18, -21, 12, 10, 29, 12, 14, 27, 18, 19, 20, 17, 11, 26,O
20, -17, -21, 13, 9, 29, 13, 13, 28, 18, 18, 20, 16, 10, 27,O
19, -17, -19, 13, 8, 30, 13, 11, 28, 18, 17, 20, 17, 10, 26,O
21, -16, -19, 12, 9, 29, 13, 13, 28, 18, 18, 20, 17, 11, 26,O
20, -18, -14, 12, 8, 30, 12, 11, 29, 17, 16, 22, 16, 9, 27,O
22, -19, -15, 12, 8, 30, 13, 10, 28, 18, 18, 20, 16, 10, 26,O
23, -20, -15, 11, 6, 31, 12, 9, 29, 17, 16, 21, 16, 10, 27,O
22, -19, -14, 9, 7, 31, 11, 10, 30, 18, 17, 21, 16, 11, 26,O
23, -19, -13, 10, 7, 30, 12, 9, 30, 18, 16, 21, 16, 10, 26,O
23, -20, -13, 10, 7, 31, 11, 9, 30, 17, 17, 21, 15, 10, 27,O
24, -18, -11, 9, 6, 31, 11, 8, 30, 17, 17, 21, 16, 10, 26,O
24, -19, -11, 8, 6, 32, 10, 8, 31, 17, 17, 22, 15, 10, 27,O
24, -17, -11, 7, 6, 33, 9, 8, 32, 15, 17, 23, 15, 10, 27,O
25, -21, -8, 7, 6, 32, 9, 8, 31, 17, 18, 22, 15, 11, 27,O
25, -19, -9, 7, 7, 31, 10, 9, 31, 17, 17, 22, 16, 10, 26,O
22, -22, -9, 8, 9, 30, 10, 11, 29, 17, 18, 21, 16, 11, 27,O
20, -18, -11, 7, 10, 28, 10, 12, 28, 17, 18, 21, 16, 11, 27,O
24, -16, -19, 7, 12, 25, 11, 15, 25, 18, 19, 19, 16, 13, 26,O
21, -19, -18, 9, 8, 30, 11, 10, 30, 16, 16, 22, 14, 8, 27,O
17, -14, -15, 8, 13, 28, 9, 15, 28, 15, 20, 22, 14, 12, 29,O
20, -19, -16, 8, 11, 30, 11, 13, 28, 16, 18, 20, 15, 11, 26,O
21, -21, -16, 9, 10, 31, 10, 12, 30, 15, 18, 22, 14, 11, 27,O
21, -21, -20, 10, 10, 30, 11, 13, 29, 16, 18, 21, 15, 12, 27,O
21, -18, -20, 10, 11, 30, 10, 14, 29, 16, 19, 21, 14, 11, 27,O
18, -20, -19, 11, 11, 29, 11, 14, 28, 16, 19, 21, 15, 11, 26,O
18, -20, -19, 9, 11, 29, 11, 14, 27, 17, 19, 19, 15, 11, 26,O
19, -19, -19, 11, 11, 29, 11, 14, 28, 17, 19, 21, 15, 11, 27,O
18, -18, -19, 12, 9, 29, 13, 12, 27, 18, 16, 19, 15, 11, 26,O
20, -16, -19, 11, 9, 29, 12, 13, 28, 18, 17, 21, 17, 8, 26,O
19, -19, -20, 10, 10, 30, 11, 12, 29, 17, 17, 22, 16, 8, 28,O
19, -17, -20, 12, 9, 29, 12, 12, 28, 18, 16, 21, 17, 8, 26,O
18, -19, -19, 11, 9, 29, 12, 12, 28, 18, 17, 21, 17, 8, 27,O
20, -18, -19, 12, 9, 29, 13, 12, 28, 18, 16, 21, 18, 8, 26,O
18, -20, -20, 10, 9, 31, 11, 12, 30, 17, 16, 23, 16, 7, 29,O
19, -18, -19, 11, 9, 29, 11, 12, 29, 17, 17, 22, 16, 8, 28,O
20, -16, -19, 12, 9, 28, 13, 12, 27, 18, 16, 20, 18, 7, 26,O
18, -19, -20, 10, 9, 30, 11, 12, 29, 17, 17, 22, 17, 8, 28,O
19, -19, -20, 10, 9, 31, 11, 12, 29, 17, 17, 23, 16, 8, 28,O
20, -18, -19, 11, 10, 29, 12, 13, 28, 18, 17, 22, 17, 8, 27,O
20, -18, -20, 12, 8, 30, 13, 11, 28, 18, 16, 22, 17, 7, 27,O
20, -17, -20, 12, 8, 30, 13, 11, 28, 18, 15, 22, 18, 7, 27,O
20, -18, -20, 12, 9, 30, 13, 12, 29, 19, 16, 21, 18, 8, 26,O
21, -17, -20, 14, 8, 29, 15, 11, 27, 20, 15, 20, 19, 7, 26,O
20, -17, -20, 15, 7, 29, 15, 10, 28, 21, 15, 21, 18, 7, 26,O
25, -12, -24, 14, 6, 29, 14, 10, 28, 19, 14, 21, 20, 20, 19,O
21, -15, -20, 15, 6, 29, 16, 9, 27, 21, 13, 20, 19, 11, 24,O
20, -16, -21, 13, 7, 30, 14, 9, 28, 21, 12, 22, 21, 7, 25,O
20, -18, -20, 13, 8, 30, 15, 9, 28, 21, 12, 20, 23, 7, 21,O
15, -21, -13, 12, 9, 27, 17, 11, 24, 24, 12, 15, 23, 9, 22,O
20, -18, -16, 15, 10, 26, 14, 12, 26, 20, 15, 21, 20, 6, 25,O
22, -18, -19, 14, 11, 28, 12, 12, 29, 18, 15, 23, 19, 7, 25,O
22, -17, -18, 15, 11, 28, 13, 13, 28, 18, 15, 23, 20, 7, 26,O
21, -18, -19, 15, 10, 27, 14, 12, 28, 19, 15, 22, 20, 7, 26,O
22, -17, -18, 16, 8, 28, 16, 10, 27, 21, 13, 21, 22, 7, 21,O
22, -16, -17, 17, 9, 26, 17, 11, 26, 22, 14, 19, 23, 7, 22,O
21, -16, -19, 16, 7, 28, 15, 10, 28, 20, 13, 21, 23, 7, 23,O
22, -15, -18, 16, 8, 27, 16, 10, 27, 22, 13, 21, 22, 7, 23,O
22, -16, -18, 16, 8, 27, 15, 10, 27, 21, 13, 21, 22, 7, 24,O
22, -16, -19, 16, 8, 28, 15, 10, 28, 21, 13, 21, 22, 7, 24,O
21, -17, -18, 15, 8, 28, 15, 10, 27, 21, 13, 21, 23, 7, 22,O
22, -16, -18, 16, 8, 28, 15, 10, 27, 21, 14, 21, 22, 7, 24,O
22, -17, -18, 16, 8, 28, 15, 10, 27, 21, 13, 22, 22, 7, 24,O
22, -16, -18, 16, 7, 28, 15, 10, 28, 21, 13, 22, 22, 7, 24,O
22, -16, -18, 15, 8, 27, 15, 10, 27, 20, 13, 21, 22, 7, 24,O
22, -16, -18, 15, 8, 28, 15, 11, 28, 21, 13, 22, 22, 7, 24,O
22, -16, -18, 16, 8, 27, 15, 10, 27, 21, 13, 21, 22, 7, 24,O
22, -18, -18, 15, 8, 28, 15, 10, 27, 21, 13, 21, 22, 7, 23,O
21, -17, -18, 15, 8, 28, 15, 10, 28, 21, 13, 20, 23, 7, 23,O
22, -17, -18, 15, 8, 28, 15, 10, 27, 21, 13, 21, 22, 7, 24,O
22, -17, -18, 16, 7, 28, 15, 10, 27, 21, 13, 21, 22, 7, 24,O
23, -13, -19, 15, 9, 28, 15, 11, 28, 21, 14, 21, 22, 7, 23,O
20, -13, -20, 15, 14, 18, 15, 17, 25, 20, 15, 22, 22, 7, 25,O
26, -4, -15, 14, 10, 30, 14, 11, 30, 20, 14, 22, 23, 7, 24,O
24, -11, -18, 15, 10, 23, 15, 14, 26, 20, 14, 21, 22, 7, 24,O
25, -17, -13, 14, 8, 28, 14, 10, 28, 20, 14, 21, 22, 7, 24,O
26, -16, -13, 14, 8, 28, 14, 10, 28, 20, 14, 22, 21, 7, 24,O
25, -16, -13, 14, 8, 29, 14, 10, 28, 20, 14, 22, 22, 7, 24,O
25, -16, -14, 15, 8, 28, 14, 10, 28, 20, 14, 22, 22, 7, 25,O
25, -16, -16, 14, 8, 29, 14, 10, 28, 20, 14, 22, 22, 7, 24,O
23, -16, -16, 15, 8, 28, 15, 11, 28, 21, 14, 21, 22, 7, 24,O
23, -17, -17, 16, 7, 27, 16, 11, 27, 21, 14, 20, 22, 7, 24,O
22, -16, -20, 15, 7, 28, 15, 10, 27, 21, 14, 20, 22, 7, 24,O
21, -16, -19, 15, 8, 28, 15, 11, 27, 21, 14, 21, 22, 7, 24,O
19, -17, -19, 15, 8, 28, 16, 11, 27, 22, 14, 20, 22, 7, 23,O
21, -8, -21, 23, 10, 20, 20, 12, 25, 21, 16, 23, 21, 2, 26,O
21, -18, -20, 16, 8, 28, 16, 11, 27, 21, 15, 20, 22, 8, 24,O
20, -16, -19, 16, 7, 28, 16, 11, 27, 21, 15, 20, 23, 8, 23,O
21, -19, -19, 16, 7, 28, 16, 11, 27, 21, 15, 20, 22, 8, 24,O
20, -21, -17, 16, 7, 27, 16, 11, 27, 21, 15, 20, 22, 7, 24,O
24, -17, -16, 7, 5, 37, 15, 4, 26, 24, 17, 15, 21, 10, 25,O
23, -16, -17, 15, 7, 28, 16, 9, 28, 21, 14, 20, 22, 7, 24,O
32, -21, -27, 17, 13, 21, 18, 15, 23, 22, 18, 19, 23, 8, 24,O
22, -18, -15, 13, 7, 29, 15, 9, 28, 21, 14, 20, 22, 8, 23,O
22, -18, -16, 13, 7, 30, 14, 9, 28, 21, 14, 20, 22, 8, 23,O
20, -18, -12, 16, 8, 27, 16, 10, 28, 21, 13, 21, 22, 7, 23,O
23, -16, -15, 14, 7, 29, 15, 9, 28, 21, 14, 19, 22, 8, 23,O
24, -16, -16, 14, 7, 29, 16, 9, 27, 22, 15, 20, 21, 8, 24,O
23, -18, -16, 15, 7, 28, 16, 10, 27, 22, 15, 19, 22, 8, 24,O
23, -19, -16, 15, 8, 28, 17, 9, 27, 22, 15, 19, 22, 8, 23,O
24, -16, -20, 14, 10, 27, 15, 12, 25, 22, 16, 18, 23, 10, 22,O
22, -16, -17, 16, 8, 28, 17, 11, 27, 22, 15, 20, 22, 8, 23,O
23, -16, -20, 17, 9, 25, 17, 13, 25, 22, 16, 18, 22, 9, 23,O
20, -16, -18, 17, 8, 27, 17, 11, 26, 21, 15, 19, 22, 8, 23,O
20, -17, -19, 17, 8, 27, 17, 11, 26, 22, 15, 18, 22, 9, 22,O
20, -19, -19, 16, 8, 27, 17, 12, 26, 22, 15, 18, 22, 9, 23,O
19, -19, -19, 16, 8, 27, 17, 12, 26, 22, 16, 18, 22, 9, 23,O
20, -17, -20, 17, 8, 27, 17, 12, 26, 22, 16, 18, 22, 10, 22,O
18, -20, -18, 18, 9, 26, 17, 13, 25, 20, 17, 18, 23, 8, 23,O
21, -18, -20, 16, 9, 27, 16, 12, 26, 22, 16, 19, 23, 9, 23,O
21, -16, -20, 16, 8, 27, 17, 11, 26, 22, 15, 18, 22, 8, 22,O
19, -16, -19, 16, 9, 26, 17, 12, 26, 22, 16, 19, 23, 9, 23,O
20, -18, -19, 15, 8, 29, 16, 11, 26, 22, 16, 18, 22, 9, 22,O
20, -18, -18, 16, 8, 27, 17, 11, 26, 22, 15, 18, 22, 9, 22,O
21, -18, -18, 16, 9, 27, 17, 11, 26, 22, 15, 19, 22, 9, 22,O
22, -18, -19, 16, 8, 27, 16, 11, 26, 22, 15, 19, 22, 9, 22,O
20, -22, -18, 10, 6, 33, 15, 9, 28, 22, 13, 17, 22, 11, 21,O
21, -10, -20, 15, 10, 21, 16, 14, 26, 22, 16, 21, 22, 10, 24,O
22, -14, -19, 15, 8, 28, 16, 10, 27, 22, 14, 19, 22, 9, 23,O
21, -19, -17, 15, 6, 31, 16, 9, 27, 22, 15, 18, 22, 9, 22,O
21, -12, -23, 12, 8, 32, 15, 12, 29, 22, 16, 19, 23, 13, 21,O
21, -13, -21, 15, 8, 29, 16, 11, 27, 22, 15, 18, 23, 9, 20,O
22, -19, -20, 17, 8, 28, 17, 12, 26, 22, 16, 19, 23, 10, 22,O
18, -17, -20, 15, 8, 28, 15, 11, 27, 21, 16, 19, 22, 9, 23,O
19, -17, -20, 14, 8, 29, 15, 10, 28, 22, 14, 18, 22, 9, 21,O
20, -17, -19, 15, 8, 28, 16, 11, 27, 22, 16, 19, 22, 10, 23,O
22, -17, -20, 14, 8, 29, 16, 10, 28, 22, 16, 19, 22, 10, 23,O
21, -17, -19, 13, 8, 30, 14, 10, 28, 21, 16, 20, 21, 10, 23,O
22, -17, -18, 14, 8, 28, 16, 10, 27, 22, 15, 19, 22, 9, 23,O
23, -15, -16, 15, 7, 27, 17, 9, 26, 23, 13, 18, 23, 9, 21,O
23, -16, -17, 14, 7, 28, 16, 9, 27, 22, 14, 19, 22, 8, 22,O
23, -14, -18, 16, 7, 27, 17, 9, 26, 23, 14, 19, 23, 8, 21,O
20, -18, -19, 13, 7, 29, 14, 10, 28, 21, 15, 20, 21, 9, 23,O
21, -18, -18, 13, 9, 29, 14, 10, 28, 21, 16, 20, 21, 10, 23,O
22, -16, -19, 14, 9, 28, 16, 11, 27, 21, 16, 19, 22, 9, 23,O
23, -14, -20, 15, 8, 28, 16, 11, 27, 21, 15, 19, 22, 9, 23,O
20, -17, -19, 15, 9, 28, 16, 11, 26, 21, 16, 18, 22, 10, 22,O
20, -18, -20, 16, 9, 28, 16, 12, 26, 22, 16, 18, 22, 10, 23,O
20, -16, -20, 15, 8, 27, 16, 11, 26, 21, 15, 18, 22, 9, 22,O
20, -17, -20, 15, 8, 28, 17, 11, 26, 22, 16, 18, 22, 10, 22,O
21, -15, -20, 15, 9, 28, 16, 12, 27, 22, 16, 18, 22, 10, 22,O
20, -17, -20, 15, 9, 28, 16, 12, 27, 22, 16, 19, 22, 10, 23,O
19, -17, -19, 17, 8, 26, 17, 11, 25, 22, 16, 17, 22, 9, 23,O
21, -16, -20, 17, 9, 27, 17, 11, 26, 22, 16, 18, 22, 10, 22,O
21, -18, -20, 15, 9, 28, 16, 11, 27, 21, 16, 19, 22, 10, 23,O
21, -16, -20, 16, 8, 28, 16, 11, 27, 21, 15, 19, 22, 10, 22,O
7, -30, -2, -7, 24, 21, -21, 22, 9, -22, 21, 6, -19, 20, 15,P
6, -31, -2, -7, 24, 21, -20, 23, 8, -21, 22, 6, -18, 20, 15,P
7, -31, -2, -7, 23, 20, -20, 22, 9, -22, 21, 6, -19, 19, 15,P
7, -31, -1, -7, 24, 20, -20, 23, 8, -22, 22, 6, -18, 20, 15,P
7, -30, -2, -7, 24, 21, -20, 23, 8, -21, 21, 6, -18, 19, 15,P
8, -31, 0, -6, 25, 20, -20, 24, 7, -21, 23, 5, -18, 21, 15,P
7, -31, 0, -6, 25, 20, -20, 24, 8, -21, 23, 5, -17, 21, 15,P
8, -31, -1, -6, 24, 20, -20, 23, 7, -21, 23, 5, -17, 20, 15,P
8, -30, 0, -6, 24, 20, -19, 23, 8, -20, 22, 5, -17, 20, 15,P
8, -31, -1, -6, 25, 19, -19, 24, 7, -20, 23, 5, -17, 21, 15,P
8, -31, 0, -5, 25, 20, -19, 24, 8, -20, 23, 6, -17, 21, 15,P
9, -31, -1, -5, 25, 20, -19, 24, 8, -20, 23, 6, -17, 21, 16,P
12, -33, -1, -5, 27, 24, -21, 27, 12, -21, 26, 10, -17, 22, 20,P
11, -26, -1, -2, 21, 20, -16, 21, 10, -18, 20, 8, -15, 18, 15,P
10, -29, 0, -3, 23, 19, -17, 23, 8, -18, 22, 6, -15, 18, 14,P
13, -34, 0, -3, 29, 24, -19, 29, 11, -20, 28, 10, -15, 22, 21,P
12, -28, -2, -3, 22, 22, -18, 22, 11, -19, 21, 9, -18, 18, 17,P
9, -31, 0, -4, 26, 20, -18, 25, 8, -19, 24, 7, -16, 22, 17,P
10, -30, 0, -3, 24, 20, -18, 24, 9, -19, 24, 7, -16, 20, 17,P
11, -30, -1, -3, 25, 21, -18, 24, 9, -19, 23, 7, -16, 20, 17,P
10, -30, 0, -3, 24, 20, -18, 24, 9, -19, 24, 7, -16, 20, 16,P
10, -30, -1, -3, 24, 21, -18, 24, 10, -19, 23, 8, -16, 20, 18,P
11, -30, 0, -2, 24, 21, -17, 24, 10, -18, 24, 8, -15, 19, 17,P
11, -30, 0, -3, 25, 21, -17, 25, 10, -18, 23, 7, -15, 20, 18,P
11, -30, 0, -3, 25, 21, -18, 25, 10, -19, 24, 8, -16, 20, 18,P
11, -31, 0, -3, 24, 22, -18, 25, 10, -19, 24, 8, -16, 20, 18,P
11, -30, 0, -3, 25, 21, -18, 25, 10, -19, 24, 8, -16, 20, 18,P
11, -30, -1, -3, 25, 21, -18, 25, 9, -19, 24, 8, -16, 20, 18,P
11, -30, -1, -3, 24, 21, -18, 24, 10, -19, 23, 8, -16, 20, 17,P
12, -33, 0, -4, 25, 22, -18, 25, 9, -20, 24, 7, -15, 21, 17,P
10, -31, 0, -3, 24, 21, -18, 24, 9, -20, 23, 7, -17, 20, 17,P
9, -29, 1, -3, 24, 21, -18, 25, 9, -19, 24, 7, -16, 20, 18,P
11, -29, 1, -1, 25, 20, -18, 25, 9, -19, 23, 7, -16, 20, 17,P
11, -31, 2, -1, 26, 20, -17, 25, 8, -18, 23, 7, -15, 20, 17,P
11, -29, 3, 0, 25, 20, -18, 25, 7, -19, 24, 7, -16, 20, 17,P
10, -28, 1, 0, 25, 20, -18, 25, 7, -19, 24, 7, -16, 20, 17,P
11, -29, 2, 0, 25, 21, -17, 25, 8, -19, 23, 7, -16, 20, 17,P
11, -30, 1, 0, 24, 21, -17, 24, 9, -19, 23, 7, -16, 20, 18,P
11, -29, -1, -1, 24, 22, -18, 25, 9, -20, 24, 7, -16, 20, 17,P
10, -29, -1, 1, 17, 21, -17, 26, 9, -21, 25, 7, -15, 19, 17,P
10, -30, -5, -1, 25, 21, -18, 25, 9, -19, 24, 7, -16, 20, 18,P
9, -29, -6, -2, 24, 22, -18, 24, 9, -19, 24, 8, -16, 21, 18,P
9, -29, -6, -1, 24, 22, -18, 24, 9, -19, 23, 7, -16, 20, 18,P
9, -29, -7, -2, 25, 21, -18, 24, 9, -19, 23, 8, -16, 20, 17,P
9, -29, -7, -1, 25, 22, -18, 25, 9, -19, 24, 8, -15, 20, 18,P
9, -30, -6, -2, 24, 22, -18, 24, 9, -19, 23, 7, -15, 20, 18,P
10, -30, -6, -2, 24, 22, -18, 24, 9, -19, 24, 8, -15, 19, 18,P
10, -30, -5, -2, 24, 22, -18, 24, 9, -19, 23, 8, -16, 20, 18,P
10, -30, -4, -2, 24, 22, -18, 25, 9, -19, 24, 8, -16, 20, 18,P
10, -30, -4, -2, 25, 22, -18, 24, 9, -19, 24, 8, -15, 20, 18,P
11, -34, -3, -2, 23, 22, -18, 24, 9, -19, 24, 7, -16, 20, 17,P
9, -26, 0, -2, 24, 21, -17, 24, 9, -18, 24, 7, -16, 20, 17,P
10, -31, 1, -2, 26, 20, -18, 25, 8, -20, 24, 6, -16, 21, 17,P
9, -29, 1, -3, 25, 21, -19, 25, 8, -20, 24, 7, -18, 20, 16,P
10, -29, 1, -1, 25, 20, -18, 25, 8, -19, 24, 7, -16, 21, 17,P
10, -30, 2, -1, 25, 20, -17, 25, 8, -19, 24, 7, -17, 21, 17,P
10, -30, 2, -2, 26, 21, -18, 25, 8, -19, 24, 6, -16, 21, 17,P
11, -31, 2, -2, 25, 21, -18, 26, 7, -20, 24, 6, -16, 21, 17,P
11, -30, 1, -1, 24, 20, -17, 24, 7, -19, 23, 6, -15, 20, 16,P
11, -29, 1, -1, 24, 20, -17, 24, 6, -18, 23, 5, -15, 21, 16,P
11, -30, 2, -1, 25, 19, -17, 25, 6, -19, 23, 6, -16, 21, 17,P
13, -26, 2, -3, 27, 21, -18, 26, 4, -20, 25, 7, -17, 21, 16,P
10, -31, 2, -1, 27, 20, -19, 25, 5, -19, 24, 5, -16, 21, 16,P
9, -32, 3, 0, 24, 19, -17, 24, 3, -20, 24, 7, -16, 21, 16,P
10, -30, 3, -1, 25, 19, -18, 24, 1, -19, 23, 4, -15, 19, 16,P
10, -31, 2, -1, 26, 19, -20, 25, 1, -20, 23, 5, -17, 21, 16,P
9, -29, 2, 0, 25, 18, -18, 23, 1, -19, 22, 4, -15, 20, 14,P
9, -29, 3, -1, 25, 19, -19, 24, 0, -20, 23, 5, -15, 20, 17,P
9, -26, 3, 0, 24, 20, -19, 25, 1, -20, 23, 4, -17, 20, 16,P
9, -30, 3, 0, 25, 20, -19, 24, 0, -20, 23, 3, -16, 21, 15,P
10, -30, 3, -1, 25, 20, -19, 24, 1, -20, 23, 4, -16, 22, 16,P
10, -31, 3, -1, 26, 21, -21, 25, 1, -21, 23, 4, -17, 21, 15,P
10, -28, 1, 0, 25, 20, -20, 24, 2, -21, 23, 5, -17, 21, 16,P
11, -31, -1, -2, 25, 23, -22, 24, 3, -22, 23, 5, -18, 21, 16,P
9, -32, 0, -4, 25, 22, -22, 26, 2, -22, 23, 3, -17, 21, 13,P
7, -31, -1, -4, 24, 22, -22, 24, 2, -22, 22, 3, -18, 22, 15,P
8, -31, 0, -3, 23, 22, -21, 24, 3, -22, 22, 2, -18, 21, 14,P
8, -31, 0, -3, 24, 23, -21, 23, 3, -23, 22, 2, -18, 21, 14,P
8, -31, 0, -3, 24, 22, -21, 24, 3, -22, 23, 2, -18, 21, 14,P
8, -30, 0, -3, 23, 22, -20, 22, 3, -22, 21, 2, -17, 20, 13,P
8, -30, 0, -2, 22, 22, -20, 23, 4, -22, 21, 3, -18, 20, 14,P
9, -29, 0, -2, 23, 21, -20, 22, 3, -22, 21, 2, -16, 21, 13,P
9, -31, 0, -3, 23, 23, -21, 24, 5, -22, 22, 4, -18, 21, 15,P
9, -31, 0, -2, 24, 22, -20, 24, 4, -23, 22, 3, -18, 21, 15,P
8, -30, 0, -1, 24, 22, -21, 24, 4, -22, 22, 3, -17, 21, 14,P
9, -29, 0, -1, 23, 21, -19, 23, 4, -21, 22, 3, -18, 19, 12,P
9, -30, 0, -1, 23, 21, -20, 24, 4, -21, 22, 3, -17, 21, 14,P
9, -30, 0, -1, 24, 22, -20, 24, 4, -21, 23, 3, -17, 20, 13,P
8, -31, 0, -1, 25, 22, -20, 24, 4, -23, 23, 3, -17, 21, 14,P
9, -30, 0, 1, 25, 20, -20, 24, 3, -22, 22, 3, -17, 21, 14,P
9, -29, 0, 0, 21, 22, -20, 24, 2, -22, 23, 3, -17, 21, 14,P
10, -30, 0, 2, 25, 20, -19, 24, 3, -22, 22, 3, -17, 21, 14,P
10, -30, 0, 1, 25, 20, -20, 25, 3, -22, 22, 3, -17, 21, 14,P
9, -31, 0, 1, 25, 21, -20, 25, 3, -22, 23, 3, -18, 21, 15,P
10, -30, 0, 1, 25, 21, -20, 24, 3, -22, 23, 3, -17, 22, 15,P
10, -30, 0, 1, 25, 21, -20, 24, 3, -22, 22, 3, -17, 21, 15,P
9, -31, 0, 1, 25, 21, -20, 25, 3, -22, 23, 3, -17, 21, 14,P
9, -30, 0, 1, 25, 21, -20, 24, 3, -22, 22, 3, -17, 21, 14,P
9, -31, 0, 0, 25, 22, -20, 24, 3, -23, 22, 3, -17, 21, 15,P
9, -30, 0, 1, 24, 21, -20, 24, 4, -22, 22, 3, -18, 21, 15,P
10, -30, 0, 2, 26, 21, -19, 25, 3, -21, 23, 3, -17, 21, 15,P
10, -31, 0, 1, 25, 22, -20, 24, 3, -22, 23, 4, -18, 20, 15,P
10, -31, 0, 1, 24, 21, -19, 24, 3, -22, 22, 3, -17, 21, 15,P
10, -30, 0, 1, 25, 21, -20, 24, 3, -22, 22, 4, -17, 21, 15,P
9, -31, 0, 0, 25, 21, -20, 24, 4, -21, 22, 3, -18, 21, 15,P
9, -30, 0, 1, 25, 21, -20, 24, 4, -22, 22, 4, -17, 21, 15,P
10, -30, 0, 1, 25, 21, -20, 24, 4, -22, 22, 4, -17, 21, 15,P
10, -28, 0, 1, 25, 22, -21, 24, 4, -22, 23, 4, -17, 21, 15,P
10, -31, -1, 0, 26, 22, -21, 24, 4, -23, 23, 4, -18, 21, 15,P
9, -30, -2, 0, 25, 22, -21, 24, 4, -22, 23, 3, -18, 21, 15,P
9, -30, -2, 0, 24, 22, -20, 23, 4, -22, 22, 4, -17, 21, 15,P
9, -31, -3, 0, 23, 22, -21, 23, 4, -22, 22, 4, -17, 21, 15,P
8, -29, -4, 1, 23, 22, -20, 23, 4, -21, 22, 4, -17, 21, 15,P
9, -30, -6, 1, 24, 23, -21, 23, 5, -22, 22, 4, -17, 21, 15,P
9, -31, -6, 1, 24, 22, -21, 23, 5, -22, 22, 4, -18, 21, 15,P
9, -31, -6, 0, 24, 23, -22, 23, 5, -22, 22, 4, -17, 20, 15,P
8, -30, -6, 1, 24, 21, -21, 23, 5, -21, 22, 4, -17, 20, 15,P
9, -30, -6, 1, 24, 22, -21, 23, 5, -22, 21, 4, -17, 21, 15,P
9, -30, -7, 1, 24, 22, -21, 23, 5, -22, 22, 4, -18, 20, 15,P
9, -30, -7, 1, 24, 21, -21, 23, 5, -22, 22, 4, -18, 20, 15,P
8, -29, -7, 1, 23, 22, -20, 22, 5, -21, 22, 4, -17, 20, 16,P
8, -29, -7, 1, 24, 22, -21, 23, 5, -22, 22, 4, -18, 20, 15,P
8, -29, -7, 1, 25, 21, -22, 23, 5, -22, 22, 4, -18, 20, 15,P
8, -28, -7, 1, 25, 20, -21, 23, 5, -22, 21, 4, -18, 20, 15,P
9, -29, -4, 2, 25, 20, -20, 24, 5, -22, 22, 4, -17, 20, 14,P
9, -30, -4, 1, 24, 22, -20, 23, 6, -22, 22, 5, -18, 20, 15,P
